time,ECG,HR
140,0.55,99.0
140,0.83,187.0
140,1.93,406.0
140,2.25,461.0
140,2.23,456.0
140,2.17,442.0
140,2.09,427.0
140,2.03,413.0
140,1.98,405.0
140,1.95,397.0
140,1.9,389.0
140,1.87,382.0
140,1.86,379.0
140,1.82,372.0
140,1.77,362.0
140,1.74,354.0
140,1.68,343.0
140,1.63,334.0
140,1.62,331.0
140,1.66,340.0
140,1.75,361.0
140,1.86,383.0
140,1.95,399.0
140,1.98,406.0
140,1.97,404.0
140,1.95,398.0
140,1.93,394.0
140,1.92,393.0
140,1.9,389.0
140,1.88,385.0
140,1.87,382.0
140,1.87,383.0
140,1.87,382.0
140,1.86,379.0
140,1.86,381.0
140,1.87,380.0
140,1.84,377.0
140,1.85,377.0
140,1.86,379.0
140,1.84,377.0
140,1.84,376.0
140,1.84,377.0
140,1.85,377.0
140,1.83,376.0
140,1.83,374.0
140,1.84,376.0
140,1.84,377.0
140,1.84,378.0
140,1.84,376.0
140,1.84,377.0
140,1.84,376.0
140,1.84,376.0
140,1.84,376.0
140,1.85,380.0
140,1.85,379.0
140,1.84,374.0
140,1.78,365.0
140,1.8,370.0
140,1.83,374.0
140,1.87,381.0
140,1.88,385.0
140,1.87,382.0
140,1.87,381.0
140,1.87,381.0
140,1.94,400.0
140,1.81,361.0
140,0.84,154.0
140,0.67,153.0
141,1.77,377.0
141,2.21,455.0
141,2.22,452.0
141,2.16,441.0
141,2.09,427.0
141,2.02,413.0
141,1.98,406.0
141,1.95,397.0
141,1.91,390.0
141,1.88,384.0
141,1.86,380.0
141,1.82,372.0
141,1.78,363.0
141,1.75,356.0
141,1.7,347.0
141,1.65,336.0
141,1.62,332.0
141,1.66,340.0
141,1.75,360.0
141,1.85,380.0
141,1.94,397.0
141,1.98,406.0
141,1.98,405.0
141,1.96,400.0
141,1.95,397.0
141,1.93,394.0
141,1.9,388.0
141,1.87,383.0
141,1.87,382.0
141,1.87,382.0
141,1.85,379.0
141,1.86,379.0
141,1.87,381.0
141,1.86,382.0
141,1.85,379.0
141,1.86,379.0
141,1.85,379.0
141,1.84,378.0
141,1.83,375.0
141,1.84,375.0
141,1.84,376.0
141,1.82,373.0
141,1.83,373.0
141,1.84,376.0
141,1.83,375.0
141,1.82,372.0
141,1.83,373.0
141,1.83,375.0
141,1.8,369.0
141,1.76,360.0
141,1.79,367.0
141,1.82,373.0
141,1.84,376.0
141,1.85,379.0
141,1.85,379.0
141,1.84,377.0
141,1.84,377.0
141,1.93,396.0
141,1.77,353.0
141,0.77,141.0
141,0.66,151.0
141,1.78,379.0
141,2.22,455.0
141,2.2,450.0
141,2.14,436.0
141,2.08,423.0
141,2.01,411.0
141,1.96,400.0
141,1.92,392.0
142,1.89,386.0
142,1.86,380.0
142,1.83,373.0
142,1.81,369.0
142,1.77,361.0
142,1.72,351.0
142,1.67,340.0
142,1.63,332.0
142,1.6,329.0
142,1.63,336.0
142,1.73,356.0
142,1.85,380.0
142,1.93,396.0
142,1.97,402.0
142,1.97,403.0
142,1.96,400.0
142,1.93,394.0
142,1.9,389.0
142,1.89,386.0
142,1.88,384.0
142,1.86,380.0
142,1.85,379.0
142,1.86,381.0
142,1.85,379.0
142,1.85,377.0
142,1.84,377.0
142,1.84,377.0
142,1.84,377.0
142,1.84,376.0
142,1.84,376.0
142,1.83,375.0
142,1.82,373.0
142,1.82,373.0
142,1.83,374.0
142,1.82,374.0
142,1.82,372.0
142,1.83,374.0
142,1.83,374.0
142,1.82,372.0
142,1.82,372.0
142,1.83,375.0
142,1.83,375.0
142,1.83,374.0
142,1.84,375.0
142,1.84,378.0
142,1.84,378.0
142,1.84,378.0
142,1.85,378.0
142,1.85,378.0
142,1.84,377.0
142,1.82,372.0
142,1.79,366.0
142,1.82,374.0
142,1.85,379.0
142,1.88,384.0
142,1.89,387.0
142,1.89,386.0
142,1.87,383.0
142,1.88,384.0
142,1.98,407.0
142,1.59,312.0
142,0.5,92.0
142,0.88,199.0
142,1.97,415.0
142,2.27,464.0
142,2.24,458.0
142,2.18,444.0
142,2.11,431.0
143,2.06,420.0
143,2.02,412.0
143,1.99,407.0
143,1.96,401.0
143,1.94,396.0
143,1.92,393.0
143,1.9,389.0
143,1.88,384.0
143,1.85,378.0
143,1.83,373.0
143,1.78,365.0
143,1.76,361.0
143,1.79,367.0
143,1.86,383.0
143,1.94,399.0
143,2.01,412.0
143,2.06,422.0
143,2.05,420.0
143,2.02,413.0
143,2.0,409.0
143,1.98,405.0
143,1.97,404.0
143,1.98,406.0
143,2.0,409.0
143,2.07,425.0
143,2.21,455.0
143,2.34,480.0
143,2.3,469.0
143,2.19,446.0
143,2.07,422.0
143,1.96,399.0
143,1.88,383.0
143,1.81,371.0
143,1.76,360.0
143,1.73,352.0
143,1.71,350.0
143,1.7,349.0
143,1.7,347.0
143,1.71,349.0
143,1.73,352.0
143,1.71,350.0
143,1.68,342.0
143,1.65,336.0
143,1.65,337.0
143,1.64,336.0
143,1.64,336.0
143,1.66,340.0
143,1.65,338.0
143,1.57,321.0
143,1.54,316.0
143,1.6,328.0
143,1.61,330.0
143,1.67,344.0
143,1.76,361.0
143,1.82,374.0
143,1.84,377.0
143,1.85,379.0
143,1.86,380.0
143,1.86,381.0
143,1.96,404.0
143,1.8,356.0
143,0.84,156.0
143,0.85,190.0
143,1.91,403.0
143,2.27,466.0
143,2.28,465.0
143,2.2,448.0
143,2.15,437.0
143,2.1,429.0
144,2.05,419.0
144,2.0,409.0
144,1.97,404.0
144,1.96,401.0
144,1.93,394.0
144,1.88,384.0
144,1.85,378.0
144,1.81,371.0
144,1.75,358.0
144,1.71,349.0
144,1.7,347.0
144,1.7,352.0
144,1.76,362.0
144,1.88,385.0
144,1.97,405.0
144,2.02,414.0
144,2.03,416.0
144,2.03,415.0
144,2.01,412.0
144,1.99,407.0
144,1.97,403.0
144,1.96,401.0
144,1.94,397.0
144,1.92,392.0
144,1.91,389.0
144,1.89,385.0
144,1.87,382.0
144,1.86,380.0
144,1.86,381.0
144,1.86,380.0
144,1.83,374.0
144,1.74,357.0
144,1.74,357.0
144,1.78,366.0
144,1.82,373.0
144,1.8,368.0
144,1.76,360.0
144,1.75,360.0
144,1.77,363.0
144,1.82,372.0
144,1.77,362.0
144,1.74,358.0
144,1.77,364.0
144,1.83,376.0
144,1.89,387.0
144,1.91,392.0
144,1.93,393.0
144,1.92,392.0
144,1.92,395.0
144,2.0,405.0
144,1.3,249.0
144,0.42,91.0
144,1.28,281.0
144,2.15,445.0
144,2.28,466.0
144,2.22,454.0
144,2.17,441.0
144,2.11,430.0
144,2.05,420.0
144,2.01,411.0
144,1.98,404.0
144,1.96,399.0
144,1.93,394.0
144,1.9,388.0
144,1.87,382.0
144,1.83,375.0
144,1.77,361.0
144,1.69,345.0
144,1.66,340.0
145,1.67,341.0
145,1.72,353.0
145,1.83,377.0
145,1.95,399.0
145,2.0,411.0
145,2.02,414.0
145,2.02,411.0
145,2.0,409.0
145,1.98,405.0
145,1.97,403.0
145,1.97,402.0
145,1.96,401.0
145,1.95,398.0
145,1.94,396.0
145,1.95,397.0
145,1.93,396.0
145,1.93,394.0
145,1.92,393.0
145,1.92,392.0
145,1.9,390.0
145,1.9,388.0
145,1.9,387.0
145,1.88,385.0
145,1.89,386.0
145,1.87,383.0
145,1.87,382.0
145,1.86,381.0
145,1.85,377.0
145,1.84,376.0
145,1.84,375.0
145,1.82,373.0
145,1.82,372.0
145,1.82,372.0
145,1.82,371.0
145,1.82,373.0
145,1.78,363.0
145,1.78,364.0
145,1.81,371.0
145,1.83,375.0
145,1.85,380.0
145,1.86,381.0
145,1.85,378.0
145,1.83,374.0
145,1.85,379.0
145,1.92,387.0
145,1.2,228.0
145,0.36,79.0
145,1.25,275.0
145,2.09,433.0
145,2.21,451.0
145,2.17,442.0
145,2.1,428.0
145,2.02,414.0
145,1.98,405.0
145,1.96,400.0
145,1.93,393.0
145,1.9,388.0
145,1.89,385.0
145,1.86,381.0
145,1.84,375.0
145,1.8,367.0
145,1.75,356.0
145,1.7,348.0
145,1.66,340.0
145,1.66,340.0
145,1.72,353.0
145,1.81,372.0
145,1.91,393.0
145,1.98,407.0
146,2.01,411.0
146,1.98,406.0
146,1.96,402.0
146,1.95,398.0
146,1.94,396.0
146,1.91,391.0
146,1.9,388.0
146,1.89,386.0
146,1.88,384.0
146,1.87,382.0
146,1.87,381.0
146,1.87,383.0
146,1.86,381.0
146,1.86,381.0
146,1.86,380.0
146,1.85,380.0
146,1.85,379.0
146,1.85,377.0
146,1.85,378.0
146,1.85,379.0
146,1.84,376.0
146,1.84,377.0
146,1.85,379.0
146,1.83,375.0
146,1.83,375.0
146,1.79,367.0
146,1.81,371.0
146,1.83,376.0
146,1.87,384.0
146,1.89,387.0
146,1.89,386.0
146,1.87,383.0
146,1.86,381.0
146,1.88,387.0
146,1.97,400.0
146,1.32,253.0
146,0.45,96.0
146,1.26,276.0
146,2.1,434.0
146,2.22,454.0
146,2.18,444.0
146,2.1,430.0
146,2.04,417.0
146,1.99,407.0
146,1.96,400.0
146,1.92,392.0
146,1.88,384.0
146,1.86,381.0
146,1.84,376.0
146,1.8,369.0
146,1.77,361.0
146,1.73,352.0
146,1.67,341.0
146,1.63,334.0
146,1.63,333.0
146,1.7,348.0
146,1.79,369.0
146,1.91,391.0
146,1.97,404.0
146,1.99,408.0
146,1.97,404.0
146,1.95,398.0
146,1.93,394.0
146,1.91,389.0
146,1.88,385.0
146,1.87,383.0
146,1.86,381.0
146,1.85,379.0
146,1.85,377.0
147,1.85,377.0
147,1.84,376.0
147,1.83,375.0
147,1.84,377.0
147,1.85,379.0
147,1.85,378.0
147,1.84,376.0
147,1.84,376.0
147,1.84,377.0
147,1.83,375.0
147,1.83,374.0
147,1.83,374.0
147,1.84,376.0
147,1.83,374.0
147,1.83,375.0
147,1.84,377.0
147,1.84,376.0
147,1.83,375.0
147,1.83,374.0
147,1.84,377.0
147,1.8,367.0
147,1.79,367.0
147,1.83,375.0
147,1.86,381.0
147,1.88,384.0
147,1.88,385.0
147,1.89,385.0
147,1.88,384.0
147,1.88,386.0
147,1.98,402.0
147,1.32,254.0
147,0.38,79.0
147,1.19,263.0
147,2.11,438.0
147,2.26,462.0
147,2.2,449.0
147,2.14,435.0
147,2.07,423.0
147,2.01,411.0
147,1.96,404.0
147,1.93,393.0
147,1.9,388.0
147,1.86,381.0
147,1.84,375.0
147,1.81,371.0
147,1.77,363.0
147,1.73,352.0
147,1.67,341.0
147,1.65,337.0
147,1.64,336.0
147,1.68,345.0
147,1.79,367.0
147,1.9,390.0
147,1.96,401.0
147,1.97,404.0
147,1.97,403.0
147,1.95,398.0
147,1.92,393.0
147,1.9,388.0
147,1.89,386.0
147,1.87,383.0
147,1.86,381.0
147,1.86,380.0
147,1.85,379.0
147,1.85,378.0
147,1.85,377.0
147,1.85,378.0
147,1.84,377.0
147,1.83,375.0
148,1.83,375.0
148,1.84,377.0
148,1.84,376.0
148,1.83,374.0
148,1.84,376.0
148,1.83,374.0
148,1.83,374.0
148,1.83,374.0
148,1.84,376.0
148,1.84,376.0
148,1.84,376.0
148,1.85,377.0
148,1.84,377.0
148,1.83,375.0
148,1.84,376.0
148,1.85,378.0
148,1.84,377.0
148,1.84,377.0
148,1.79,365.0
148,1.81,371.0
148,1.84,377.0
148,1.86,380.0
148,1.88,384.0
148,1.88,385.0
148,1.86,382.0
148,1.86,379.0
148,1.94,400.0
148,1.79,357.0
148,0.8,146.0
148,0.68,155.0
148,1.8,381.0
148,2.22,456.0
148,2.21,452.0
148,2.15,438.0
148,2.09,425.0
148,2.02,413.0
148,1.97,403.0
148,1.95,398.0
148,1.92,392.0
148,1.89,386.0
148,1.86,381.0
148,1.84,377.0
148,1.81,371.0
148,1.76,360.0
148,1.72,350.0
148,1.67,341.0
148,1.64,336.0
148,1.66,340.0
148,1.74,358.0
148,1.85,380.0
148,1.93,396.0
148,1.98,405.0
148,1.99,407.0
148,1.97,404.0
148,1.95,399.0
148,1.93,395.0
148,1.91,390.0
148,1.89,386.0
148,1.87,382.0
148,1.87,381.0
148,1.86,380.0
148,1.85,378.0
148,1.85,378.0
148,1.85,379.0
148,1.85,378.0
148,1.84,376.0
148,1.84,376.0
148,1.84,377.0
149,1.84,376.0
149,1.83,374.0
149,1.83,375.0
149,1.84,377.0
149,1.84,376.0
149,1.83,375.0
149,1.85,378.0
149,1.85,377.0
149,1.84,376.0
149,1.83,375.0
149,1.83,373.0
149,1.77,362.0
149,1.79,367.0
149,1.83,375.0
149,1.86,381.0
149,1.87,383.0
149,1.87,382.0
149,1.87,381.0
149,1.85,379.0
149,1.9,390.0
149,1.87,375.0
149,1.0,185.0
149,0.53,122.0
149,1.63,349.0
149,2.21,454.0
149,2.23,456.0
149,2.17,442.0
149,2.1,428.0
149,2.05,418.0
149,1.99,408.0
149,1.95,399.0
149,1.93,393.0
149,1.9,388.0
149,1.87,383.0
149,1.84,376.0
149,1.82,371.0
149,1.77,363.0
149,1.71,350.0
149,1.66,339.0
149,1.64,335.0
149,1.65,339.0
149,1.72,354.0
149,1.83,376.0
149,1.93,396.0
149,1.97,405.0
149,1.98,404.0
149,1.96,401.0
149,1.94,395.0
149,1.91,391.0
149,1.9,387.0
149,1.89,386.0
149,1.88,384.0
149,1.86,380.0
149,1.86,381.0
149,1.86,381.0
149,1.85,379.0
149,1.85,378.0
149,1.86,380.0
149,1.85,379.0
149,1.85,378.0
149,1.84,376.0
149,1.84,376.0
149,1.83,375.0
149,1.83,373.0
149,1.83,374.0
149,1.83,375.0
149,1.83,375.0
149,1.83,374.0
149,1.84,377.0
150,1.85,378.0
150,1.84,377.0
150,1.85,377.0
150,1.85,379.0
150,1.85,378.0
150,1.84,377.0
150,1.84,376.0
150,1.85,379.0
150,1.79,367.0
150,1.8,369.0
150,1.84,380.0
150,1.87,383.0
150,1.9,385.0
150,1.88,384.0
150,1.88,384.0
150,1.87,382.0
150,1.88,386.0
150,1.95,392.0
150,1.2,229.0
150,0.42,93.0
150,1.34,294.0
150,2.15,444.0
150,2.24,459.0
150,2.18,446.0
150,2.12,431.0
150,2.05,419.0
150,2.0,409.0
150,1.96,401.0
150,1.93,394.0
150,1.9,388.0
150,1.87,383.0
150,1.85,377.0
150,1.82,372.0
150,1.78,364.0
150,1.72,352.0
150,1.67,342.0
150,1.65,337.0
150,1.65,338.0
150,1.69,347.0
150,1.79,367.0
150,1.9,390.0
150,1.96,402.0
150,1.98,405.0
150,1.98,404.0
150,1.96,401.0
150,1.93,394.0
150,1.91,390.0
150,1.9,388.0
150,1.88,385.0
150,1.86,381.0
150,1.86,380.0
150,1.86,380.0
150,1.86,380.0
150,1.85,379.0
150,1.85,379.0
150,1.84,378.0
150,1.84,377.0
150,1.85,378.0
150,1.85,379.0
150,1.85,378.0
150,1.85,378.0
150,1.85,378.0
150,1.85,379.0
150,1.84,377.0
150,1.84,376.0
150,1.85,379.0
150,1.85,378.0
150,1.84,377.0
150,1.85,378.0
151,1.86,380.0
151,1.82,371.0
151,1.78,366.0
151,1.83,375.0
151,1.87,382.0
151,1.88,385.0
151,1.88,384.0
151,1.88,385.0
151,1.87,382.0
151,1.86,380.0
151,1.98,406.0
151,1.58,310.0
151,0.53,100.0
151,1.03,227.0
151,2.0,418.0
151,2.23,456.0
151,2.19,447.0
151,2.12,433.0
151,2.07,422.0
151,2.01,410.0
151,1.96,401.0
151,1.94,395.0
151,1.91,389.0
151,1.87,384.0
151,1.85,377.0
151,1.82,372.0
151,1.79,366.0
151,1.73,353.0
151,1.68,342.0
151,1.64,336.0
151,1.63,334.0
151,1.66,341.0
151,1.75,360.0
151,1.87,383.0
151,1.95,400.0
151,1.97,403.0
151,1.97,404.0
151,1.95,399.0
151,1.92,393.0
151,1.9,389.0
151,1.9,387.0
151,1.88,383.0
151,1.86,380.0
151,1.86,380.0
151,1.86,380.0
151,1.85,379.0
151,1.85,379.0
151,1.86,380.0
151,1.86,380.0
151,1.85,378.0
151,1.84,378.0
151,1.84,377.0
151,1.84,376.0
151,1.83,375.0
151,1.83,374.0
151,1.84,376.0
151,1.83,375.0
151,1.83,375.0
151,1.84,377.0
151,1.84,378.0
151,1.84,377.0
151,1.84,377.0
151,1.85,379.0
151,1.85,377.0
151,1.84,377.0
151,1.79,366.0
151,1.8,369.0
151,1.83,375.0
151,1.86,380.0
152,1.88,385.0
152,1.88,386.0
152,1.87,383.0
152,1.87,382.0
152,1.9,389.0
152,1.96,397.0
152,1.22,232.0
152,0.41,89.0
152,1.31,288.0
152,2.15,444.0
152,2.25,464.0
152,2.21,450.0
152,2.13,435.0
152,2.06,421.0
152,2.01,410.0
152,1.97,402.0
152,1.93,394.0
152,1.89,386.0
152,1.87,381.0
152,1.84,376.0
152,1.81,369.0
152,1.76,360.0
152,1.71,349.0
152,1.66,339.0
152,1.63,333.0
152,1.63,335.0
152,1.68,345.0
152,1.78,366.0
152,1.88,386.0
152,1.96,400.0
152,1.98,404.0
152,1.96,399.0
152,1.94,396.0
152,1.93,393.0
152,1.91,390.0
152,1.89,385.0
152,1.88,384.0
152,1.88,384.0
152,1.87,383.0
152,1.87,382.0
152,1.87,383.0
152,1.87,383.0
152,1.88,385.0
152,1.9,388.0
152,1.92,393.0
152,1.94,397.0
152,1.96,401.0
152,2.0,409.0
152,2.04,418.0
152,2.06,423.0
152,2.08,427.0
152,2.11,430.0
152,2.12,433.0
152,2.12,435.0
152,2.13,435.0
152,2.14,436.0
152,2.14,437.0
152,2.12,434.0
152,2.11,431.0
152,2.07,422.0
152,2.0,409.0
152,1.99,408.0
152,2.0,408.0
152,2.01,411.0
152,1.99,407.0
152,1.97,403.0
152,1.96,399.0
152,1.94,396.0
153,2.01,413.0
153,1.79,355.0
153,0.78,143.0
153,0.79,179.0
153,1.86,391.0
153,2.22,455.0
153,2.2,450.0
153,2.12,434.0
153,2.06,420.0
153,2.01,410.0
153,1.98,405.0
153,1.95,398.0
153,1.92,392.0
153,1.9,388.0
153,1.87,382.0
153,1.83,374.0
153,1.8,367.0
153,1.76,359.0
153,1.71,349.0
153,1.67,341.0
153,1.66,339.0
153,1.69,346.0
153,1.76,362.0
153,1.87,384.0
153,1.97,403.0
153,2.0,411.0
153,2.0,409.0
153,1.99,406.0
153,1.97,403.0
153,1.95,397.0
153,1.92,392.0
153,1.9,388.0
153,1.88,385.0
153,1.87,382.0
153,1.86,381.0
153,1.86,381.0
153,1.85,379.0
153,1.84,376.0
153,1.83,375.0
153,1.83,374.0
153,1.82,372.0
153,1.81,371.0
153,1.82,373.0
153,1.83,374.0
153,1.82,373.0
153,1.81,371.0
153,1.82,373.0
153,1.82,373.0
153,1.81,371.0
153,1.82,372.0
153,1.82,372.0
153,1.8,369.0
153,1.75,358.0
153,1.79,366.0
153,1.82,374.0
153,1.85,380.0
153,1.87,382.0
153,1.88,384.0
153,1.87,382.0
153,1.86,380.0
153,1.9,391.0
153,1.91,384.0
153,1.07,199.0
153,0.48,110.0
153,1.58,340.0
153,2.21,456.0
153,2.25,461.0
153,2.19,448.0
153,2.13,435.0
154,2.07,422.0
154,2.01,411.0
154,1.97,402.0
154,1.94,396.0
154,1.9,388.0
154,1.87,383.0
154,1.85,379.0
154,1.82,373.0
154,1.77,362.0
154,1.72,352.0
154,1.67,340.0
154,1.64,335.0
154,1.64,337.0
154,1.73,354.0
154,1.84,377.0
154,1.92,395.0
154,1.97,404.0
154,1.98,405.0
154,1.96,401.0
154,1.94,395.0
154,1.92,391.0
154,1.91,389.0
154,1.89,386.0
154,1.87,382.0
154,1.87,382.0
154,1.87,381.0
154,1.85,379.0
154,1.84,377.0
154,1.85,379.0
154,1.85,378.0
154,1.84,376.0
154,1.84,376.0
154,1.85,379.0
154,1.85,378.0
154,1.84,376.0
154,1.84,376.0
154,1.84,376.0
154,1.83,375.0
154,1.82,373.0
154,1.84,375.0
154,1.84,375.0
154,1.83,375.0
154,1.83,375.0
154,1.84,376.0
154,1.84,377.0
154,1.84,376.0
154,1.84,377.0
154,1.84,377.0
154,1.85,379.0
154,1.81,368.0
154,1.79,366.0
154,1.82,373.0
154,1.84,377.0
154,1.86,381.0
154,1.87,383.0
154,1.87,382.0
154,1.85,379.0
154,1.86,381.0
154,1.96,401.0
154,1.42,274.0
154,0.39,76.0
154,1.06,235.0
154,2.04,426.0
154,2.23,455.0
154,2.19,446.0
154,2.13,434.0
154,2.05,420.0
154,2.0,408.0
154,1.97,402.0
155,1.93,394.0
155,1.89,386.0
155,1.86,380.0
155,1.84,376.0
155,1.81,370.0
155,1.77,362.0
155,1.72,350.0
155,1.67,340.0
155,1.63,333.0
155,1.62,331.0
155,1.66,340.0
155,1.75,360.0
155,1.86,382.0
155,1.94,397.0
155,1.96,402.0
155,1.96,401.0
155,1.94,395.0
155,1.92,392.0
155,1.91,389.0
155,1.89,385.0
155,1.86,384.0
155,1.86,381.0
155,1.87,382.0
155,1.86,380.0
155,1.85,378.0
155,1.85,379.0
155,1.85,380.0
155,1.84,377.0
155,1.84,376.0
155,1.85,378.0
155,1.84,375.0
155,1.83,374.0
155,1.84,375.0
155,1.84,377.0
155,1.83,375.0
155,1.84,375.0
155,1.84,377.0
155,1.84,377.0
155,1.84,376.0
155,1.84,376.0
155,1.85,378.0
155,1.84,377.0
155,1.84,376.0
155,1.84,377.0
155,1.85,378.0
155,1.78,364.0
155,1.78,365.0
155,1.82,373.0
155,1.85,380.0
155,1.86,382.0
155,1.88,384.0
155,1.88,385.0
155,1.87,382.0
155,1.87,385.0
155,2.0,408.0
155,1.39,269.0
155,0.44,91.0
155,1.2,263.0
155,2.09,433.0
155,2.23,456.0
155,2.18,445.0
155,2.12,432.0
155,2.05,418.0
155,1.99,407.0
155,1.95,398.0
155,1.92,392.0
155,1.89,387.0
155,1.87,381.0
155,1.85,378.0
156,1.84,376.0
156,1.8,369.0
156,1.75,357.0
156,1.7,347.0
156,1.67,342.0
156,1.67,341.0
156,1.71,351.0
156,1.82,374.0
156,1.92,395.0
156,1.98,407.0
156,2.0,409.0
156,1.98,405.0
156,1.95,399.0
156,1.92,391.0
156,1.89,387.0
156,1.88,383.0
156,1.85,379.0
156,1.83,376.0
156,1.84,376.0
156,1.83,375.0
156,1.83,374.0
156,1.84,375.0
156,1.84,376.0
156,1.83,375.0
156,1.82,373.0
156,1.82,373.0
156,1.82,373.0
156,1.82,372.0
156,1.82,371.0
156,1.81,371.0
156,1.81,371.0
156,1.81,370.0
156,1.81,371.0
156,1.82,373.0
156,1.83,375.0
156,1.83,373.0
156,1.84,377.0
156,1.84,377.0
156,1.85,378.0
156,1.79,365.0
156,1.81,370.0
156,1.84,377.0
156,1.85,380.0
156,1.87,382.0
156,1.88,383.0
156,1.88,384.0
156,1.86,381.0
156,1.89,388.0
156,1.96,397.0
156,1.25,237.0
156,0.43,93.0
156,1.34,293.0
156,2.17,450.0
156,2.29,467.0
156,2.24,457.0
156,2.19,446.0
156,2.14,438.0
156,2.1,429.0
156,2.1,430.0
156,2.31,477.0
156,2.65,548.0
156,2.66,540.0
156,2.33,468.0
156,2.06,419.0
156,1.83,370.0
156,1.62,329.0
156,1.49,302.0
156,1.43,293.0
157,1.46,299.0
157,1.53,315.0
157,1.66,342.0
157,1.77,365.0
157,1.85,380.0
157,1.92,393.0
157,1.97,404.0
157,2.0,411.0
157,2.02,412.0
157,2.02,414.0
157,2.02,414.0
157,1.96,401.0
157,1.92,392.0
157,1.9,389.0
157,1.87,383.0
157,1.83,375.0
157,1.83,374.0
157,1.81,371.0
157,1.76,362.0
157,1.74,355.0
157,1.74,354.0
157,1.72,351.0
157,1.72,353.0
157,1.74,357.0
157,1.74,356.0
157,1.72,352.0
157,1.69,345.0
157,1.68,344.0
157,1.68,342.0
157,1.66,339.0
157,1.64,336.0
157,1.67,340.0
157,1.7,348.0
157,1.68,345.0
157,1.71,349.0
157,1.79,368.0
157,1.86,382.0
157,1.9,391.0
157,1.96,399.0
157,1.98,406.0
157,1.98,406.0
157,1.98,405.0
157,2.11,433.0
157,1.71,336.0
157,0.64,122.0
157,1.14,250.0
157,2.11,438.0
157,2.3,470.0
157,2.21,451.0
157,2.13,434.0
157,2.06,421.0
157,1.99,407.0
157,1.92,393.0
157,1.9,387.0
157,1.88,384.0
157,1.84,377.0
157,1.82,371.0
157,1.82,372.0
157,1.79,366.0
157,1.73,353.0
157,1.68,343.0
157,1.67,341.0
157,1.65,338.0
157,1.67,343.0
157,1.76,362.0
157,1.87,385.0
157,1.94,397.0
157,1.95,398.0
157,1.96,400.0
158,1.94,396.0
158,1.88,385.0
158,1.87,381.0
158,1.87,382.0
158,1.85,379.0
158,1.83,374.0
158,1.84,376.0
158,1.85,379.0
158,1.84,378.0
158,1.83,374.0
158,1.84,377.0
158,1.83,375.0
158,1.8,369.0
158,1.81,369.0
158,1.81,370.0
158,1.8,368.0
158,1.79,367.0
158,1.8,368.0
158,1.81,371.0
158,1.8,369.0
158,1.78,364.0
158,1.8,369.0
158,1.78,364.0
158,1.74,356.0
158,1.78,365.0
158,1.84,376.0
158,1.86,381.0
158,1.85,379.0
158,1.87,382.0
158,1.88,384.0
158,1.86,381.0
158,1.92,395.0
158,1.8,359.0
158,0.84,154.0
158,0.68,157.0
158,1.84,391.0
158,2.3,472.0
158,2.28,466.0
158,2.16,440.0
158,2.06,418.0
158,1.95,397.0
158,1.83,374.0
158,1.74,354.0
158,1.69,344.0
158,1.62,332.0
158,1.56,319.0
158,1.52,310.0
158,1.49,304.0
158,1.42,291.0
158,1.35,275.0
158,1.3,263.0
158,1.25,255.0
158,1.23,252.0
158,1.29,265.0
158,1.4,287.0
158,1.49,305.0
158,1.52,312.0
158,1.53,313.0
158,1.55,317.0
158,1.54,320.0
158,1.53,315.0
158,1.56,319.0
158,1.58,325.0
158,1.59,328.0
158,1.63,335.0
158,1.69,346.0
158,1.75,359.0
158,1.76,361.0
158,1.79,366.0
159,1.83,374.0
159,1.84,378.0
159,1.85,378.0
159,1.88,384.0
159,1.91,392.0
159,1.91,391.0
159,1.93,394.0
159,1.97,402.0
159,1.99,408.0
159,1.99,408.0
159,2.01,410.0
159,2.03,415.0
159,2.02,414.0
159,2.01,411.0
159,2.05,419.0
159,2.12,436.0
159,2.2,453.0
159,2.25,461.0
159,2.38,487.0
159,2.47,507.0
159,2.51,515.0
159,2.52,515.0
159,2.51,513.0
159,2.49,510.0
159,2.45,501.0
159,2.49,511.0
159,2.46,496.0
159,1.5,286.0
159,0.99,214.0
159,2.13,449.0
159,2.64,542.0
159,2.66,546.0
159,2.66,543.0
159,2.68,547.0
159,2.66,545.0
159,2.62,536.0
159,2.6,530.0
159,2.57,524.0
159,2.48,507.0
159,2.4,490.0
159,2.34,476.0
159,2.26,461.0
159,2.13,434.0
159,1.99,405.0
159,1.88,381.0
159,1.74,354.0
159,1.63,334.0
159,1.62,331.0
159,1.66,340.0
159,1.67,343.0
159,1.67,341.0
159,1.66,339.0
159,1.63,334.0
159,1.58,324.0
159,1.55,316.0
159,1.55,317.0
159,1.53,314.0
159,1.51,309.0
159,1.53,312.0
159,1.55,318.0
159,1.55,318.0
159,1.55,318.0
159,1.59,325.0
159,1.61,330.0
159,1.61,330.0
159,1.62,330.0
159,1.64,336.0
159,1.65,338.0
159,1.64,336.0
160,1.66,339.0
160,1.69,346.0
160,1.68,345.0
160,1.69,345.0
160,1.71,348.0
160,1.71,350.0
160,1.71,351.0
160,1.73,352.0
160,1.73,353.0
160,1.68,344.0
160,1.7,349.0
160,1.76,361.0
160,1.81,371.0
160,1.81,371.0
160,1.8,368.0
160,1.81,369.0
160,1.8,369.0
160,1.83,379.0
160,1.79,357.0
160,0.9,167.0
160,0.54,125.0
160,1.59,340.0
160,2.11,432.0
160,2.14,436.0
