time,ECG,HR
0,0.0,421.0
2,2.01,410.0
2,1.99,406.0
2,1.93,394.0
2,1.88,382.0
2,1.83,373.0
2,1.77,363.0
2,1.77,362.0
2,1.78,367.0
2,1.85,380.0
2,1.95,399.0
2,1.99,409.0
2,2.05,419.0
2,2.06,422.0
2,2.04,417.0
2,2.05,418.0
2,2.01,411.0
2,2.02,413.0
2,2.0,410.0
2,1.96,398.0
2,1.9,387.0
2,1.85,379.0
2,1.84,374.0
2,1.83,375.0
2,1.85,381.0
2,1.96,402.0
2,2.06,422.0
2,2.09,429.0
2,2.08,424.0
2,2.05,418.0
3,2.0,409.0
3,1.94,397.0
3,1.91,390.0
3,1.9,388.0
3,1.88,386.0
3,1.88,385.0
3,1.9,387.0
3,1.9,389.0
3,1.89,388.0
3,1.91,389.0
3,1.92,393.0
3,1.94,398.0
3,1.93,394.0
3,1.94,393.0
3,1.9,386.0
3,1.84,378.0
3,1.85,379.0
3,1.88,385.0
3,1.89,387.0
3,1.84,376.0
3,1.77,361.0
3,1.73,351.0
3,1.67,341.0
3,1.73,353.0
3,1.29,251.0
3,0.34,64.0
3,0.83,186.0
3,1.75,365.0
3,1.99,407.0
3,1.98,405.0
3,1.93,394.0
3,1.91,387.0
3,1.89,386.0
3,1.86,381.0
3,1.84,376.0
3,1.84,376.0
3,1.84,376.0
3,1.8,370.0
3,1.78,363.0
3,1.76,359.0
3,1.72,351.0
3,1.66,339.0
3,1.65,337.0
3,1.7,347.0
3,1.77,365.0
3,1.86,382.0
3,1.95,399.0
3,1.97,405.0
3,1.96,400.0
3,1.93,394.0
3,1.93,393.0
3,1.91,390.0
3,1.87,383.0
3,1.86,380.0
3,1.86,381.0
3,1.84,378.0
3,1.83,374.0
3,1.84,375.0
3,1.84,376.0
3,1.82,374.0
3,1.82,372.0
3,1.84,375.0
3,1.82,374.0
3,1.8,369.0
3,1.81,371.0
3,1.83,374.0
3,1.81,372.0
3,1.79,367.0
3,1.82,371.0
3,1.82,372.0
4,1.8,369.0
4,1.8,368.0
4,1.82,372.0
4,1.83,374.0
4,1.81,372.0
4,1.82,371.0
4,1.83,372.0
4,1.76,361.0
4,1.78,365.0
4,1.83,374.0
4,1.86,382.0
4,1.86,382.0
4,1.85,379.0
4,1.86,380.0
4,1.85,379.0
4,1.9,392.0
4,1.78,355.0
4,0.85,157.0
4,0.69,157.0
4,1.76,374.0
4,2.19,448.0
4,2.19,446.0
4,2.1,429.0
4,2.03,415.0
4,1.99,407.0
4,1.95,398.0
4,1.9,388.0
4,1.87,381.0
4,1.86,380.0
4,1.84,377.0
4,1.8,367.0
4,1.77,362.0
4,1.73,353.0
4,1.67,341.0
4,1.64,335.0
4,1.66,340.0
4,1.74,356.0
4,1.82,375.0
4,1.91,390.0
4,1.96,401.0
4,1.95,400.0
4,1.93,394.0
4,1.92,391.0
4,1.91,389.0
4,1.88,384.0
4,1.85,379.0
4,1.86,380.0
4,1.86,380.0
4,1.84,377.0
4,1.84,376.0
4,1.86,380.0
4,1.85,378.0
4,1.84,376.0
4,1.85,378.0
4,1.86,381.0
4,1.84,378.0
4,1.84,377.0
4,1.86,379.0
4,1.85,378.0
4,1.82,374.0
4,1.84,375.0
4,1.85,378.0
4,1.84,377.0
4,1.83,374.0
4,1.84,375.0
4,1.85,378.0
4,1.82,373.0
4,1.81,370.0
5,1.78,363.0
5,1.79,367.0
5,1.81,372.0
5,1.85,378.0
5,1.88,384.0
5,1.87,383.0
5,1.85,379.0
5,1.86,381.0
5,1.89,388.0
5,1.95,396.0
5,1.28,246.0
5,0.52,112.0
5,1.43,311.0
5,2.13,439.0
5,2.2,450.0
5,2.17,443.0
5,2.09,428.0
5,2.02,413.0
5,1.98,405.0
5,1.95,398.0
5,1.91,390.0
5,1.87,381.0
5,1.86,380.0
5,1.84,375.0
5,1.78,364.0
5,1.73,352.0
5,1.69,345.0
5,1.65,338.0
5,1.63,334.0
5,1.69,347.0
5,1.8,370.0
5,1.89,388.0
5,1.94,397.0
5,1.97,403.0
5,1.96,401.0
5,1.91,392.0
5,1.91,389.0
5,1.91,389.0
5,1.89,386.0
5,1.85,379.0
5,1.86,380.0
5,1.87,382.0
5,1.85,379.0
5,1.84,376.0
5,1.86,380.0
5,1.86,382.0
5,1.84,378.0
5,1.85,377.0
5,1.86,380.0
5,1.85,379.0
5,1.84,376.0
5,1.85,377.0
5,1.86,380.0
5,1.83,376.0
5,1.82,372.0
5,1.84,375.0
5,1.84,377.0
5,1.82,374.0
5,1.83,373.0
5,1.85,378.0
5,1.85,378.0
5,1.83,374.0
5,1.83,374.0
5,1.85,379.0
5,1.83,377.0
5,1.82,372.0
5,1.84,376.0
5,1.8,369.0
5,1.77,363.0
6,1.81,369.0
6,1.85,379.0
6,1.87,383.0
6,1.86,380.0
6,1.87,381.0
6,1.87,382.0
6,1.87,384.0
6,1.94,392.0
6,1.25,236.0
6,0.45,99.0
6,1.34,292.0
6,2.14,441.0
6,2.24,458.0
6,2.17,444.0
6,2.09,427.0
6,2.04,416.0
6,1.99,407.0
6,1.93,394.0
6,1.9,387.0
6,1.89,387.0
6,1.87,382.0
6,1.82,373.0
6,1.8,367.0
6,1.77,361.0
6,1.7,348.0
6,1.65,336.0
6,1.65,338.0
6,1.7,348.0
6,1.76,364.0
6,1.86,382.0
6,1.95,399.0
6,1.97,404.0
6,1.95,397.0
6,1.93,393.0
6,1.92,391.0
6,1.89,388.0
6,1.87,381.0
6,1.87,381.0
6,1.86,381.0
6,1.84,378.0
6,1.84,376.0
6,1.86,380.0
6,1.86,380.0
6,1.84,377.0
6,1.85,376.0
6,1.85,378.0
6,1.83,376.0
6,1.82,373.0
6,1.84,375.0
6,1.85,378.0
6,1.82,373.0
6,1.81,370.0
6,1.83,373.0
6,1.83,376.0
6,1.81,370.0
6,1.82,372.0
6,1.84,377.0
6,1.83,376.0
6,1.82,373.0
6,1.84,375.0
6,1.85,378.0
6,1.83,376.0
6,1.83,374.0
6,1.84,377.0
6,1.84,377.0
6,1.82,373.0
6,1.83,373.0
6,1.83,372.0
6,1.76,363.0
7,1.79,366.0
7,1.83,375.0
7,1.87,383.0
7,1.86,381.0
7,1.86,379.0
7,1.87,381.0
7,1.87,383.0
7,1.96,401.0
7,1.48,286.0
7,0.48,94.0
7,1.09,241.0
7,2.03,422.0
7,2.23,455.0
7,2.19,447.0
7,2.1,429.0
7,2.04,416.0
7,2.0,408.0
7,1.96,400.0
7,1.9,389.0
7,1.89,385.0
7,1.88,384.0
7,1.84,376.0
7,1.8,368.0
7,1.78,362.0
7,1.73,352.0
7,1.67,342.0
7,1.65,338.0
7,1.7,344.0
7,1.74,360.0
7,1.83,377.0
7,1.93,395.0
7,1.97,404.0
7,1.96,400.0
7,1.93,393.0
7,1.92,392.0
7,1.91,389.0
7,1.86,382.0
7,1.85,379.0
7,1.86,380.0
7,1.85,378.0
7,1.82,374.0
7,1.84,375.0
7,1.86,380.0
7,1.84,376.0
7,1.83,374.0
7,1.84,376.0
7,1.84,377.0
7,1.82,373.0
7,1.82,372.0
7,1.83,375.0
7,1.83,375.0
7,1.81,370.0
7,1.81,370.0
7,1.83,375.0
7,1.81,372.0
7,1.81,371.0
7,1.83,373.0
7,1.84,376.0
7,1.81,372.0
7,1.82,372.0
7,1.84,377.0
7,1.84,376.0
7,1.82,372.0
7,1.83,373.0
7,1.84,378.0
7,1.78,364.0
7,1.76,361.0
7,1.82,372.0
7,1.86,382.0
8,1.86,382.0
8,1.86,380.0
8,1.88,384.0
8,1.87,382.0
8,1.88,388.0
8,1.91,384.0
8,1.15,218.0
8,0.58,129.0
8,1.58,338.0
8,2.18,448.0
8,2.21,452.0
8,2.14,436.0
8,2.07,422.0
8,2.03,414.0
8,1.98,405.0
8,1.93,395.0
8,1.91,390.0
8,1.9,388.0
8,1.85,380.0
8,1.82,373.0
8,1.8,368.0
8,1.76,360.0
8,1.69,346.0
8,1.66,339.0
8,1.68,343.0
8,1.72,352.0
8,1.79,368.0
8,1.89,388.0
8,1.96,403.0
8,1.96,403.0
8,1.96,399.0
8,1.95,398.0
8,1.94,397.0
8,1.91,390.0
8,1.89,385.0
8,1.89,385.0
8,1.87,383.0
8,1.85,378.0
8,1.86,380.0
8,1.88,383.0
8,1.85,380.0
8,1.84,378.0
8,1.86,379.0
8,1.86,382.0
8,1.85,378.0
8,1.84,376.0
8,1.86,379.0
8,1.84,378.0
8,1.82,373.0
8,1.84,375.0
8,1.84,378.0
8,1.84,377.0
8,1.82,373.0
8,1.84,376.0
8,1.85,378.0
8,1.82,373.0
8,1.82,373.0
8,1.82,371.0
8,1.78,365.0
8,1.8,368.0
8,1.84,376.0
8,1.88,384.0
8,1.87,383.0
8,1.85,378.0
8,1.86,380.0
8,1.86,382.0
8,1.96,402.0
8,1.59,311.0
9,0.6,113.0
9,1.07,237.0
9,2.0,417.0
9,2.21,451.0
9,2.18,446.0
9,2.11,431.0
9,2.04,417.0
9,2.0,409.0
9,1.97,402.0
9,1.92,392.0
9,1.89,385.0
9,1.88,384.0
9,1.85,378.0
9,1.8,368.0
9,1.77,361.0
9,1.73,352.0
9,1.67,342.0
9,1.64,336.0
9,1.67,342.0
9,1.74,358.0
9,1.81,372.0
9,1.87,383.0
9,1.9,387.0
9,1.87,382.0
9,1.8,368.0
9,1.76,359.0
9,1.72,349.0
9,1.61,329.0
9,1.52,309.0
9,1.39,281.0
9,1.26,254.0
9,0.93,186.0
9,0.87,179.0
9,1.02,210.0
9,1.14,237.0
9,1.25,257.0
9,1.36,279.0
9,1.46,300.0
9,1.52,310.0
9,1.57,322.0
9,1.65,337.0
9,1.69,346.0
9,1.69,348.0
9,1.71,348.0
9,1.71,349.0
9,1.69,346.0
9,1.65,337.0
9,1.62,330.0
9,1.58,323.0
9,1.5,307.0
9,1.44,293.0
9,1.42,289.0
9,1.39,284.0
9,1.39,288.0
9,1.54,317.0
9,1.71,351.0
9,1.8,372.0
9,1.87,383.0
9,1.93,393.0
9,1.96,401.0
9,1.94,398.0
9,2.02,411.0
9,1.46,281.0
9,0.54,112.0
9,1.36,296.0
9,2.16,446.0
9,2.28,466.0
9,2.21,452.0
9,2.12,433.0
10,2.08,424.0
10,2.04,417.0
10,1.97,404.0
10,1.92,392.0
10,1.92,390.0
10,1.89,386.0
10,1.83,374.0
10,1.79,365.0
10,1.77,362.0
10,1.71,350.0
10,1.64,336.0
10,1.64,333.0
10,1.68,345.0
10,1.74,358.0
10,1.82,372.0
10,1.89,386.0
10,1.91,392.0
10,1.89,388.0
10,1.89,386.0
10,1.91,391.0
10,1.9,389.0
10,1.86,382.0
10,1.88,382.0
10,1.89,386.0
10,1.86,381.0
10,1.84,377.0
10,1.88,382.0
10,1.88,385.0
10,1.84,378.0
10,1.84,376.0
10,1.87,382.0
10,1.85,379.0
10,1.83,374.0
10,1.83,373.0
10,1.84,376.0
10,1.81,372.0
10,1.79,367.0
10,1.81,369.0
10,1.8,369.0
10,1.76,361.0
10,1.71,347.0
10,1.72,352.0
10,1.74,359.0
10,1.75,359.0
10,1.79,366.0
10,1.81,369.0
10,1.78,366.0
10,1.76,361.0
10,1.81,370.0
10,1.92,390.0
10,1.31,255.0
10,0.53,110.0
10,1.36,295.0
10,2.08,430.0
10,2.16,442.0
10,2.12,432.0
10,2.09,426.0
10,2.01,411.0
10,1.95,397.0
10,1.93,392.0
10,1.91,389.0
10,1.85,379.0
10,1.83,372.0
10,1.82,371.0
10,1.77,363.0
10,1.7,347.0
10,1.66,338.0
10,1.65,338.0
10,1.62,333.0
11,1.65,338.0
11,1.77,363.0
11,1.87,385.0
11,1.91,392.0
11,1.93,393.0
11,1.94,396.0
11,1.91,392.0
11,1.86,381.0
11,1.87,381.0
11,1.87,381.0
11,1.83,378.0
11,1.82,372.0
11,1.84,374.0
11,1.84,377.0
11,1.82,374.0
11,1.83,373.0
11,1.86,380.0
11,1.84,378.0
11,1.82,372.0
11,1.83,372.0
11,1.86,376.0
11,1.82,375.0
11,1.8,369.0
11,1.83,373.0
11,1.83,375.0
11,1.8,369.0
11,1.8,367.0
11,1.82,372.0
11,1.82,373.0
11,1.75,358.0
11,1.74,356.0
11,1.8,370.0
11,1.82,374.0
11,1.82,373.0
11,1.85,378.0
11,1.87,382.0
11,1.83,376.0
11,1.84,375.0
11,1.96,399.0
11,1.4,272.0
11,0.45,91.0
11,1.18,257.0
11,2.07,430.0
11,2.2,450.0
11,2.14,436.0
11,2.1,427.0
11,2.04,417.0
11,1.96,403.0
11,1.93,393.0
11,1.92,392.0
11,1.87,384.0
11,1.83,374.0
11,1.83,372.0
11,1.8,369.0
11,1.74,356.0
11,1.68,343.0
11,1.67,339.0
11,1.65,337.0
11,1.65,339.0
11,1.74,358.0
11,1.88,385.0
11,1.93,396.0
11,1.92,392.0
11,1.92,392.0
11,1.92,392.0
11,1.87,383.0
11,1.85,377.0
11,1.86,380.0
11,1.85,380.0
12,1.81,372.0
12,1.82,371.0
12,1.84,377.0
12,1.82,375.0
12,1.81,370.0
12,1.83,374.0
12,1.85,379.0
12,1.82,374.0
12,1.82,371.0
12,1.84,377.0
12,1.85,378.0
12,1.81,371.0
12,1.81,369.0
12,1.83,374.0
12,1.82,373.0
12,1.8,368.0
12,1.81,370.0
12,1.83,375.0
12,1.8,369.0
12,1.79,367.0
12,1.77,361.0
12,1.78,365.0
12,1.79,368.0
12,1.83,373.0
12,1.88,384.0
12,1.87,383.0
12,1.85,378.0
12,1.86,378.0
12,1.89,387.0
12,1.94,395.0
12,1.32,253.0
12,0.53,112.0
12,1.41,306.0
12,2.1,435.0
12,2.18,446.0
12,2.16,440.0
12,2.08,425.0
12,2.0,409.0
12,1.97,401.0
12,1.95,398.0
12,1.91,391.0
12,1.87,383.0
12,1.87,381.0
12,1.85,378.0
12,1.79,366.0
12,1.74,355.0
12,1.72,349.0
12,1.66,341.0
12,1.63,334.0
12,1.69,345.0
12,1.79,367.0
12,1.87,383.0
12,1.92,393.0
12,1.96,400.0
12,1.96,401.0
12,1.92,394.0
12,1.91,390.0
12,1.92,392.0
12,1.88,386.0
12,1.85,379.0
12,1.85,377.0
12,1.86,379.0
12,1.83,376.0
12,1.82,372.0
12,1.85,377.0
12,1.85,379.0
12,1.82,374.0
12,1.83,373.0
12,1.86,379.0
13,1.84,378.0
13,1.81,371.0
13,1.82,372.0
13,1.84,377.0
13,1.81,372.0
13,1.8,368.0
13,1.82,372.0
13,1.82,372.0
13,1.78,366.0
13,1.77,361.0
13,1.78,364.0
13,1.81,372.0
13,1.82,373.0
13,1.88,382.0
13,1.91,390.0
13,1.88,386.0
13,1.87,382.0
13,1.9,388.0
13,1.97,407.0
13,1.77,353.0
13,0.83,153.0
13,0.85,189.0
13,1.86,393.0
13,2.18,448.0
13,2.19,445.0
13,2.14,436.0
13,2.04,419.0
13,1.98,404.0
13,1.96,400.0
13,1.92,393.0
13,1.87,382.0
13,1.85,377.0
13,1.85,377.0
13,1.8,369.0
13,1.74,355.0
13,1.7,346.0
13,1.67,342.0
13,1.63,334.0
13,1.63,334.0
13,1.72,353.0
13,1.82,375.0
13,1.89,388.0
13,1.93,395.0
13,1.95,398.0
13,1.91,392.0
13,1.87,383.0
13,1.87,381.0
13,1.86,381.0
13,1.81,372.0
13,1.79,366.0
13,1.82,372.0
13,1.82,374.0
13,1.79,367.0
13,1.79,366.0
13,1.83,374.0
13,1.82,373.0
13,1.79,367.0
13,1.83,374.0
13,1.86,380.0
13,1.83,377.0
13,1.82,372.0
13,1.85,377.0
13,1.86,381.0
13,1.83,376.0
13,1.86,379.0
13,1.88,385.0
13,1.86,381.0
13,1.83,375.0
14,1.84,376.0
14,1.85,378.0
14,1.81,370.0
14,1.8,369.0
14,1.82,371.0
14,1.81,370.0
14,1.72,352.0
14,1.69,346.0
14,1.76,360.0
14,1.77,364.0
14,1.76,362.0
14,1.79,366.0
14,1.8,368.0
14,1.77,363.0
14,1.73,353.0
14,1.84,377.0
14,1.46,286.0
14,0.45,87.0
14,1.16,261.0
14,2.53,529.0
14,2.93,603.0
14,3.01,616.0
14,3.0,613.0
14,3.02,617.0
14,2.99,613.0
14,2.98,610.0
14,2.98,609.0
14,2.94,600.0
14,2.81,572.0
14,2.6,529.0
14,2.43,494.0
14,2.27,463.0
14,2.13,434.0
14,2.01,409.0
14,1.94,394.0
14,1.9,388.0
14,1.92,393.0
14,1.98,406.0
14,1.99,408.0
14,1.92,392.0
14,1.86,378.0
14,1.83,374.0
14,1.78,365.0
14,1.78,365.0
14,1.81,369.0
14,1.87,383.0
14,1.93,396.0
14,1.98,406.0
14,2.05,421.0
14,2.09,428.0
14,2.08,425.0
14,2.07,423.0
14,2.03,413.0
14,2.04,419.0
14,1.98,404.0
14,1.94,396.0
14,1.9,387.0
14,1.83,375.0
14,1.82,373.0
14,1.79,364.0
14,1.74,355.0
14,1.66,339.0
14,1.64,334.0
14,1.62,330.0
14,1.55,317.0
14,1.44,292.0
14,1.21,243.0
14,1.09,225.0
14,1.11,228.0
15,1.11,226.0
15,1.06,216.0
15,1.17,243.0
15,0.98,191.0
15,0.26,47.0
15,0.46,109.0
15,1.42,303.0
15,1.86,383.0
15,1.94,396.0
15,1.93,393.0
15,1.87,384.0
15,1.86,381.0
15,2.0,412.0
15,2.16,445.0
15,2.3,473.0
15,2.37,484.0
15,2.38,486.0
15,2.32,475.0
15,2.24,458.0
15,2.22,453.0
15,2.2,449.0
15,2.17,443.0
15,2.16,442.0
15,2.22,456.0
15,2.28,467.0
15,2.34,481.0
15,2.39,491.0
15,2.44,500.0
15,2.41,494.0
15,2.33,475.0
15,2.27,464.0
15,2.2,450.0
15,2.13,435.0
15,2.07,423.0
15,2.04,415.0
15,1.97,404.0
15,1.93,394.0
15,1.92,391.0
15,1.91,390.0
15,1.88,386.0
15,1.87,382.0
15,1.88,383.0
15,1.88,384.0
15,1.86,381.0
15,1.87,383.0
15,1.91,390.0
15,1.92,394.0
15,1.92,393.0
15,1.92,392.0
15,1.92,393.0
15,1.9,388.0
15,1.88,385.0
15,1.91,389.0
15,1.91,391.0
15,1.85,377.0
15,1.77,361.0
15,1.78,364.0
15,1.78,366.0
15,1.78,365.0
15,1.8,367.0
15,1.81,370.0
15,1.8,369.0
15,1.77,363.0
15,1.91,390.0
15,1.54,302.0
15,0.53,99.0
15,0.93,206.0
15,1.92,402.0
15,2.17,445.0
16,2.12,432.0
16,2.06,420.0
16,2.02,412.0
16,1.95,398.0
16,1.91,389.0
16,1.9,387.0
16,1.87,383.0
16,1.83,375.0
16,1.8,368.0
16,1.79,365.0
16,1.75,359.0
16,1.69,344.0
16,1.64,335.0
16,1.63,333.0
16,1.63,335.0
16,1.7,349.0
16,1.81,371.0
16,1.89,387.0
16,1.91,391.0
16,1.92,391.0
16,1.92,391.0
16,1.89,387.0
16,1.86,380.0
16,1.84,376.0
16,1.84,375.0
16,1.81,370.0
16,1.79,366.0
16,1.8,368.0
16,1.8,367.0
16,1.77,363.0
16,1.78,363.0
16,1.79,365.0
16,1.77,365.0
16,1.76,360.0
16,1.77,361.0
16,1.78,364.0
16,1.76,361.0
16,1.76,359.0
16,1.78,363.0
16,1.78,365.0
16,1.76,361.0
16,1.76,361.0
16,1.77,362.0
16,1.77,363.0
16,1.73,353.0
16,1.74,354.0
16,1.79,366.0
16,1.8,370.0
16,1.82,374.0
16,1.85,378.0
16,1.84,377.0
16,1.83,375.0
16,1.84,374.0
16,1.96,402.0
16,1.62,320.0
16,0.59,108.0
16,0.94,209.0
16,1.97,413.0
16,2.21,456.0
16,2.17,442.0
16,2.12,431.0
16,2.04,417.0
16,1.97,403.0
16,1.93,394.0
16,1.91,389.0
16,1.87,382.0
16,1.83,375.0
16,1.82,372.0
16,1.81,370.0
17,1.75,359.0
17,1.7,346.0
17,1.66,339.0
17,1.63,335.0
17,1.63,335.0
17,1.72,351.0
17,1.83,376.0
17,1.91,392.0
17,1.93,395.0
17,1.94,395.0
17,1.93,393.0
17,1.9,388.0
17,1.87,381.0
17,1.88,383.0
17,1.87,382.0
17,1.84,377.0
17,1.84,375.0
17,1.85,378.0
17,1.84,377.0
17,1.82,373.0
17,1.83,374.0
17,1.84,377.0
17,1.83,374.0
17,1.82,372.0
17,1.84,376.0
17,1.84,377.0
17,1.81,371.0
17,1.81,370.0
17,1.83,374.0
17,1.82,373.0
17,1.81,370.0
17,1.83,374.0
17,1.84,376.0
17,1.82,373.0
17,1.81,370.0
17,1.83,373.0
17,1.83,375.0
17,1.81,372.0
17,1.83,373.0
17,1.84,378.0
17,1.83,376.0
17,1.82,372.0
17,1.83,374.0
17,1.84,376.0
17,1.82,374.0
17,1.82,373.0
17,1.84,376.0
17,1.84,378.0
17,1.82,373.0
17,1.83,373.0
17,1.78,364.0
17,1.79,367.0
17,1.81,371.0
17,1.84,377.0
17,1.87,382.0
17,1.86,380.0
17,1.85,377.0
17,1.86,381.0
17,1.97,405.0
17,1.62,320.0
17,0.61,111.0
17,0.98,217.0
17,1.98,415.0
17,2.22,455.0
17,2.2,449.0
17,2.15,439.0
17,2.07,422.0
17,2.0,409.0
17,1.95,397.0
18,1.88,384.0
18,1.81,370.0
18,1.76,358.0
18,1.7,346.0
18,1.6,328.0
18,1.51,307.0
18,1.38,280.0
18,1.25,255.0
18,1.17,241.0
18,1.19,245.0
18,1.29,264.0
18,1.41,288.0
18,1.5,308.0
18,1.58,324.0
18,1.64,336.0
18,1.65,338.0
18,1.65,338.0
18,1.67,342.0
18,1.7,347.0
18,1.69,346.0
18,1.69,346.0
18,1.74,354.0
18,1.74,357.0
18,1.73,354.0
18,1.75,358.0
18,1.78,365.0
18,1.78,366.0
18,1.77,363.0
18,1.8,368.0
18,1.82,372.0
18,1.79,368.0
18,1.8,367.0
18,1.82,372.0
18,1.81,373.0
18,1.79,366.0
18,1.81,368.0
18,1.83,374.0
18,1.81,372.0
18,1.81,370.0
18,1.83,374.0
18,1.84,377.0
18,1.81,372.0
18,1.82,372.0
18,1.85,378.0
18,1.85,380.0
18,1.84,377.0
18,1.86,379.0
18,1.88,383.0
18,1.87,384.0
18,1.8,367.0
18,1.84,373.0
18,1.85,380.0
18,1.84,377.0
18,1.85,377.0
18,1.86,380.0
18,1.84,377.0
18,1.8,369.0
18,1.9,390.0
18,1.69,334.0
18,0.69,127.0
18,0.8,179.0
18,1.87,393.0
18,2.21,455.0
18,2.18,447.0
18,2.13,435.0
18,2.09,426.0
18,2.04,418.0
18,1.98,406.0
19,1.96,398.0
19,1.95,398.0
19,1.9,390.0
19,1.86,380.0
19,1.84,376.0
19,1.81,371.0
19,1.73,354.0
19,1.67,341.0
19,1.66,339.0
19,1.65,339.0
19,1.68,345.0
19,1.78,366.0
19,1.9,389.0
19,1.93,397.0
19,1.93,395.0
19,1.94,396.0
19,1.93,394.0
19,1.88,386.0
19,1.87,380.0
19,1.88,383.0
19,1.86,380.0
19,1.82,374.0
19,1.83,373.0
19,1.85,378.0
19,1.83,375.0
19,1.81,370.0
19,1.84,374.0
19,1.84,376.0
19,1.81,371.0
19,1.81,370.0
19,1.83,374.0
19,1.82,374.0
19,1.8,369.0
19,1.81,370.0
19,1.84,375.0
19,1.81,372.0
19,1.81,371.0
19,1.83,374.0
19,1.85,379.0
19,1.82,374.0
19,1.82,371.0
19,1.83,374.0
19,1.83,376.0
19,1.8,369.0
19,1.8,366.0
19,1.81,370.0
19,1.78,366.0
19,1.76,360.0
19,1.76,358.0
19,1.73,354.0
19,1.73,355.0
19,1.69,344.0
19,1.61,327.0
19,1.5,305.0
19,1.36,278.0
19,1.28,260.0
19,1.25,255.0
19,1.32,271.0
19,0.86,163.0
19,0.2,42.0
19,0.97,217.0
19,1.93,404.0
19,2.21,454.0
19,2.27,463.0
19,2.11,428.0
19,1.76,357.0
19,1.55,313.0
19,1.46,298.0
19,1.52,314.0
20,1.69,348.0
20,1.89,388.0
20,2.0,411.0
20,2.02,415.0
20,2.01,410.0
20,1.9,385.0
20,1.72,350.0
20,1.62,331.0
20,1.66,340.0
20,1.8,371.0
20,1.95,401.0
20,2.08,427.0
20,2.17,443.0
20,2.15,440.0
20,2.05,419.0
20,1.97,400.0
20,1.85,376.0
20,1.7,347.0
20,1.6,327.0
20,1.58,323.0
20,1.59,326.0
20,1.59,326.0
20,1.62,332.0
20,1.73,354.0
20,1.85,382.0
20,1.96,404.0
20,2.05,419.0
20,2.1,428.0
20,2.06,421.0
20,1.99,407.0
20,1.95,397.0
20,1.93,394.0
20,1.91,391.0
20,1.9,388.0
20,1.93,395.0
20,1.96,402.0
20,1.95,399.0
20,1.95,398.0
20,1.96,401.0
20,1.93,395.0
20,1.9,389.0
20,1.86,380.0
20,1.88,384.0
20,1.89,388.0
20,1.92,393.0
20,1.97,403.0
20,1.97,403.0
20,1.93,395.0
20,1.92,391.0
20,1.96,402.0
20,1.92,386.0
20,1.09,205.0
20,0.62,137.0
20,1.68,358.0
20,2.21,456.0
20,2.24,456.0
20,2.2,448.0
20,2.13,436.0
20,2.05,420.0
20,2.01,410.0
20,1.98,405.0
20,1.94,396.0
20,1.88,386.0
20,1.88,382.0
20,1.86,381.0
20,1.81,370.0
20,1.75,357.0
20,1.72,349.0
20,1.68,344.0
21,1.64,337.0
21,1.7,346.0
21,1.8,369.0
21,1.88,387.0
21,1.93,395.0
21,1.96,400.0
21,1.96,402.0
21,1.92,394.0
21,1.89,386.0
21,1.9,387.0
21,1.89,386.0
21,1.85,379.0
21,1.85,377.0
21,1.87,381.0
21,1.85,380.0
21,1.83,374.0
21,1.84,375.0
21,1.85,379.0
21,1.82,374.0
21,1.81,371.0
21,1.85,377.0
21,1.85,379.0
21,1.81,371.0
21,1.81,369.0
21,1.83,374.0
21,1.82,373.0
21,1.79,366.0
21,1.81,369.0
21,1.82,373.0
21,1.79,368.0
21,1.79,366.0
21,1.82,372.0
21,1.83,375.0
21,1.81,371.0
21,1.81,370.0
21,1.84,376.0
21,1.83,375.0
21,1.81,371.0
21,1.82,372.0
21,1.83,374.0
21,1.75,359.0
21,1.77,363.0
21,1.83,375.0
21,1.87,383.0
21,1.85,379.0
21,1.86,378.0
21,1.86,380.0
21,1.83,376.0
21,1.93,396.0
21,1.57,308.0
21,0.58,108.0
21,1.03,230.0
21,1.99,414.0
21,2.21,452.0
21,2.17,444.0
21,2.09,426.0
21,2.03,414.0
21,2.0,409.0
21,1.96,400.0
21,1.89,387.0
21,1.89,384.0
21,1.89,386.0
21,1.85,379.0
21,1.82,371.0
21,1.78,362.0
21,1.69,344.0
21,1.6,326.0
21,1.57,321.0
22,1.62,332.0
22,1.68,346.0
22,1.77,364.0
22,1.87,383.0
22,1.95,399.0
22,1.96,401.0
22,1.94,396.0
22,1.94,396.0
22,1.94,396.0
22,1.9,390.0
22,1.9,388.0
22,1.92,392.0
22,1.9,389.0
22,1.88,384.0
22,1.9,387.0
22,1.91,391.0
22,1.89,388.0
22,1.87,382.0
22,1.89,386.0
22,1.89,387.0
22,1.85,380.0
22,1.83,374.0
22,1.78,363.0
22,1.72,351.0
22,1.64,334.0
22,1.6,326.0
22,1.56,320.0
22,1.53,314.0
22,1.51,306.0
22,1.47,298.0
22,1.44,295.0
22,1.43,293.0
22,1.48,302.0
22,1.53,313.0
22,1.61,334.0
22,1.76,363.0
22,1.91,390.0
22,2.0,410.0
22,2.03,418.0
22,2.04,418.0
22,2.04,416.0
22,1.95,400.0
22,1.86,376.0
22,1.11,209.0
22,0.37,81.0
22,1.16,254.0
22,1.83,377.0
22,1.92,392.0
22,1.89,387.0
22,1.88,387.0
22,1.96,400.0
22,2.04,418.0
22,2.09,428.0
22,2.13,437.0
22,2.17,444.0
22,2.21,452.0
22,2.2,452.0
22,2.18,447.0
22,2.17,441.0
22,2.09,426.0
22,1.99,407.0
22,1.93,394.0
